시도,시군구,읍면동,자격,연령구간,가구수,수급권자수
서울특별시,관악구,은천동,차상위계층 확인,18~64세,45,77
서울특별시,관악구,은천동,차상위계층 확인,65세이상,38,46
서울특별시,관악구,중앙동,모자가족,18세미만,0,26
서울특별시,관악구,중앙동,모자가족,18~64세,22,25
서울특별시,관악구,중앙동,모자가족,65세이상,1,1
서울특별시,관악구,중앙동,부자가족,18세미만,0,5
서울특별시,관악구,중앙동,부자가족,18~64세,7,12
서울특별시,관악구,중앙동,부자가족,65세이상,1,1
서울특별시,관악구,중앙동,차상위장애인,18~64세,12,13
서울특별시,관악구,중앙동,차상위장애인,65세이상,22,21
서울특별시,관악구,중앙동,차상위본인부담경감대상자,18세미만,1,11
서울특별시,관악구,중앙동,차상위본인부담경감대상자,18~64세,19,15
서울특별시,관악구,중앙동,차상위본인부담경감대상자,65세이상,21,20
서울특별시,관악구,중앙동,청소년한부모모자가족,18세미만,0,1
서울특별시,관악구,중앙동,청소년한부모모자가족,18~64세,1,1
서울특별시,관악구,중앙동,차상위계층 확인,18~64세,16,31
서울특별시,관악구,중앙동,차상위계층 확인,65세이상,13,13
서울특별시,관악구,인헌동,모자가족,18세미만,1,40
서울특별시,관악구,인헌동,모자가족,18~64세,44,69
서울특별시,관악구,인헌동,부자가족,18세미만,0,8
서울특별시,관악구,인헌동,부자가족,18~64세,10,18
서울특별시,관악구,인헌동,차상위장애인,18세미만,0,2
서울특별시,관악구,인헌동,차상위장애인,18~64세,10,10
서울특별시,관악구,인헌동,차상위장애인,65세이상,26,30
서울특별시,관악구,인헌동,차상위자활,18~64세,1,1
서울특별시,관악구,인헌동,차상위본인부담경감대상자,18세미만,0,25
서울특별시,관악구,인헌동,차상위본인부담경감대상자,18~64세,32,16
서울특별시,관악구,인헌동,차상위본인부담경감대상자,65세이상,21,26
서울특별시,관악구,인헌동,청소년한부모모자가족,18세미만,0,1
서울특별시,관악구,인헌동,청소년한부모모자가족,18~64세,1,1
서울특별시,관악구,인헌동,차상위계층 확인,18세미만,0,5
서울특별시,관악구,인헌동,차상위계층 확인,18~64세,27,41
서울특별시,관악구,인헌동,차상위계층 확인,65세이상,23,24
서울특별시,관악구,남현동,모자가족,18세미만,0,8
서울특별시,관악구,남현동,모자가족,18~64세,10,17
서울특별시,관악구,남현동,부자가족,18세미만,0,5
서울특별시,관악구,남현동,부자가족,18~64세,3,4
서울특별시,관악구,남현동,차상위장애인,18~64세,7,7
서울특별시,관악구,남현동,차상위장애인,65세이상,14,14
서울특별시,관악구,남현동,차상위본인부담경감대상자,18세미만,0,2
서울특별시,관악구,남현동,차상위본인부담경감대상자,18~64세,11,10
서울특별시,관악구,남현동,차상위본인부담경감대상자,65세이상,10,10
서울특별시,관악구,남현동,차상위계층 확인,18세미만,0,1
서울특별시,관악구,남현동,차상위계층 확인,18~64세,14,29
서울특별시,관악구,남현동,차상위계층 확인,65세이상,15,19
서울특별시,관악구,서원동,모자가족,18세미만,0,46
서울특별시,관악구,서원동,모자가족,18~64세,48,68
서울특별시,관악구,서원동,부자가족,18세미만,0,12
서울특별시,관악구,서원동,부자가족,18~64세,13,17
서울특별시,관악구,서원동,부자가족,65세이상,1,1
서울특별시,관악구,서원동,차상위장애인,18~64세,16,17
서울특별시,관악구,서원동,차상위장애인,65세이상,16,16
서울특별시,관악구,서원동,차상위본인부담경감대상자,18세미만,0,10
서울특별시,관악구,서원동,차상위본인부담경감대상자,18~64세,28,24
서울특별시,관악구,서원동,차상위본인부담경감대상자,65세이상,30,32
서울특별시,관악구,서원동,청소년한부모모자가족,18세미만,0,3
서울특별시,관악구,서원동,청소년한부모모자가족,18~64세,2,2
서울특별시,관악구,서원동,차상위계층 확인,18세미만,0,8
서울특별시,관악구,서원동,차상위계층 확인,18~64세,45,74
서울특별시,관악구,서원동,차상위계층 확인,65세이상,10,14
서울특별시,관악구,신원동,모자가족,18세미만,0,28
서울특별시,관악구,신원동,모자가족,18~64세,34,54
서울특별시,관악구,신원동,조손가족,18세미만,0,2
서울특별시,관악구,신원동,조손가족,18~64세,1,1
서울특별시,관악구,신원동,부자가족,18세미만,1,10
서울특별시,관악구,신원동,부자가족,18~64세,10,14
서울특별시,관악구,신원동,차상위장애인,18세미만,0,2
서울특별시,관악구,신원동,차상위장애인,18~64세,18,16
서울특별시,관악구,신원동,차상위장애인,65세이상,34,35
서울특별시,관악구,신원동,차상위자활,18~64세,1,1
서울특별시,관악구,신원동,차상위본인부담경감대상자,18세미만,0,22
서울특별시,관악구,신원동,차상위본인부담경감대상자,18~64세,45,32
서울특별시,관악구,신원동,차상위본인부담경감대상자,65세이상,29,32
서울특별시,관악구,신원동,청소년한부모모자가족,18~64세,1,1
서울특별시,관악구,신원동,차상위계층 확인,18세미만,0,5
서울특별시,관악구,신원동,차상위계층 확인,18~64세,31,47
서울특별시,관악구,신원동,차상위계층 확인,65세이상,22,21
서울특별시,관악구,서림동,모자가족,18세미만,0,56
서울특별시,관악구,서림동,모자가족,18~64세,57,78
서울특별시,관악구,서림동,부자가족,18세미만,0,15
서울특별시,관악구,서림동,부자가족,18~64세,15,21
서울특별시,관악구,서림동,차상위장애인,18세미만,0,6
서울특별시,관악구,서림동,차상위장애인,18~64세,30,26
서울특별시,관악구,서림동,차상위장애인,65세이상,13,13
서울특별시,관악구,서림동,차상위자활,18~64세,3,3
서울특별시,관악구,서림동,차상위본인부담경감대상자,18세미만,0,24
서울특별시,관악구,서림동,차상위본인부담경감대상자,18~64세,32,23
서울특별시,관악구,서림동,차상위본인부담경감대상자,65세이상,14,15
서울특별시,관악구,서림동,청소년한부모모자가족,18세미만,0,2
서울특별시,관악구,서림동,청소년한부모모자가족,18~64세,2,2
서울특별시,관악구,서림동,차상위계층 확인,18세미만,0,6
서울특별시,관악구,서림동,차상위계층 확인,18~64세,45,71
서울특별시,관악구,서림동,차상위계층 확인,65세이상,11,16
서울특별시,관악구,신사동,모자가족,18세미만,0,54
서울특별시,관악구,신사동,모자가족,18~64세,56,85
서울특별시,관악구,신사동,부자가족,18세미만,0,12
서울특별시,관악구,신사동,부자가족,18~64세,13,19
서울특별시,관악구,신사동,차상위장애인,18세미만,0,2
서울특별시,관악구,신사동,차상위장애인,18~64세,27,27
서울특별시,관악구,신사동,차상위장애인,65세이상,29,29
서울특별시,관악구,신사동,차상위자활,18~64세,2,2
서울특별시,관악구,신사동,차상위본인부담경감대상자,18세미만,0,38
서울특별시,관악구,신사동,차상위본인부담경감대상자,18~64세,48,29
서울특별시,관악구,신사동,차상위본인부담경감대상자,65세이상,36,40
서울특별시,관악구,신사동,청소년한부모모자가족,18세미만,0,2
서울특별시,관악구,신사동,청소년한부모모자가족,18~64세,1,1
서울특별시,관악구,신사동,청소년한부모부자가족,18세미만,0,1
서울특별시,관악구,신사동,청소년한부모부자가족,18~64세,1,1
서울특별시,관악구,신사동,차상위계층 확인,18세미만,0,4
서울특별시,관악구,신사동,차상위계층 확인,18~64세,33,60
서울특별시,관악구,신사동,차상위계층 확인,65세이상,21,23
서울특별시,관악구,신림동,모자가족,18세미만,1,23
서울특별시,관악구,신림동,모자가족,18~64세,24,36
서울특별시,관악구,신림동,부자가족,18세미만,0,4
서울특별시,관악구,신림동,부자가족,18~64세,8,14
서울특별시,관악구,신림동,차상위장애인,18~64세,9,9
서울특별시,관악구,신림동,차상위장애인,65세이상,10,10
서울특별시,관악구,신림동,차상위자활,18~64세,1,1
서울특별시,관악구,신림동,차상위본인부담경감대상자,18~64세,20,21
서울특별시,관악구,신림동,차상위본인부담경감대상자,65세이상,10,12
서울특별시,관악구,신림동,차상위계층 확인,18세미만,0,4
서울특별시,관악구,신림동,차상위계층 확인,18~64세,25,38
서울특별시,관악구,신림동,차상위계층 확인,65세이상,4,3
서울특별시,관악구,난향동,모자가족,18세미만,0,40
서울특별시,관악구,난향동,모자가족,18~64세,38,57
서울특별시,관악구,난향동,부자가족,18세미만,0,6
서울특별시,관악구,난향동,부자가족,18~64세,5,7
서울특별시,관악구,난향동,차상위장애인,18~64세,13,15
서울특별시,관악구,난향동,차상위장애인,65세이상,36,36
서울특별시,관악구,난향동,차상위자활,18~64세,1,1
서울특별시,관악구,난향동,차상위본인부담경감대상자,18세미만,0,18
서울특별시,관악구,난향동,차상위본인부담경감대상자,18~64세,24,16
서울특별시,관악구,난향동,차상위본인부담경감대상자,65세이상,23,28
서울특별시,관악구,난향동,차상위계층 확인,18세미만,0,6
서울특별시,관악구,난향동,차상위계층 확인,18~64세,27,46
서울특별시,관악구,난향동,차상위계층 확인,65세이상,17,22
서울특별시,관악구,조원동,모자가족,18세미만,0,34
서울특별시,관악구,조원동,모자가족,18~64세,29,31
서울특별시,관악구,조원동,부자가족,18세미만,0,9
서울특별시,관악구,조원동,부자가족,18~64세,9,10
서울특별시,관악구,조원동,차상위장애인,18세미만,0,1
서울특별시,관악구,조원동,차상위장애인,18~64세,8,7
서울특별시,관악구,조원동,차상위장애인,65세이상,13,13
서울특별시,관악구,조원동,차상위자활,18~64세,1,1
서울특별시,관악구,조원동,차상위본인부담경감대상자,18세미만,0,15
서울특별시,관악구,조원동,차상위본인부담경감대상자,18~64세,33,22
서울특별시,관악구,조원동,차상위본인부담경감대상자,65세이상,25,28
서울특별시,관악구,조원동,청소년한부모모자가족,18세미만,0,2
서울특별시,관악구,조원동,청소년한부모모자가족,18~64세,2,2
서울특별시,관악구,조원동,차상위계층 확인,18세미만,0,3
서울특별시,관악구,조원동,차상위계층 확인,18~64세,17,27
서울특별시,관악구,조원동,차상위계층 확인,65세이상,13,14
서울특별시,관악구,대학동,모자가족,18세미만,0,24
서울특별시,관악구,대학동,모자가족,18~64세,24,30
서울특별시,관악구,대학동,부자가족,18세미만,0,8
서울특별시,관악구,대학동,부자가족,18~64세,11,17
서울특별시,관악구,대학동,차상위장애인,18세미만,0,1
서울특별시,관악구,대학동,차상위장애인,18~64세,23,23
서울특별시,관악구,대학동,차상위장애인,65세이상,16,16
서울특별시,관악구,대학동,차상위자활,18~64세,5,5
서울특별시,관악구,대학동,차상위본인부담경감대상자,18세미만,1,25
서울특별시,관악구,대학동,차상위본인부담경감대상자,18~64세,36,26
서울특별시,관악구,대학동,차상위본인부담경감대상자,65세이상,19,17
서울특별시,관악구,대학동,청소년한부모모자가족,18세미만,0,2
서울특별시,관악구,대학동,청소년한부모모자가족,18~64세,1,1
서울특별시,관악구,대학동,차상위계층 확인,18세미만,0,5
서울특별시,관악구,대학동,차상위계층 확인,18~64세,40,55
서울특별시,관악구,대학동,차상위계층 확인,65세이상,16,16
서울특별시,관악구,삼성동,모자가족,18세미만,0,43
서울특별시,관악구,삼성동,모자가족,18~64세,45,63
서울특별시,관악구,삼성동,조손가족,18세미만,0,2
서울특별시,관악구,삼성동,조손가족,65세이상,1,2
서울특별시,관악구,삼성동,부자가족,18세미만,0,10
서울특별시,관악구,삼성동,부자가족,18~64세,12,16
서울특별시,관악구,삼성동,차상위장애인,18세미만,0,1
서울특별시,관악구,삼성동,차상위장애인,18~64세,19,24
서울특별시,관악구,삼성동,차상위장애인,65세이상,87,88
서울특별시,관악구,삼성동,차상위자활,18~64세,1,2
서울특별시,관악구,삼성동,차상위자활,65세이상,1,0
서울특별시,관악구,삼성동,차상위본인부담경감대상자,18세미만,0,31
서울특별시,관악구,삼성동,차상위본인부담경감대상자,18~64세,55,40
서울특별시,관악구,삼성동,차상위본인부담경감대상자,65세이상,95,108
서울특별시,관악구,삼성동,차상위계층 확인,18세미만,0,8
서울특별시,관악구,삼성동,차상위계층 확인,18~64세,39,66
서울특별시,관악구,삼성동,차상위계층 확인,65세이상,35,44
서울특별시,관악구,미성동,모자가족,18세미만,1,104
서울특별시,관악구,미성동,모자가족,18~64세,97,143
서울특별시,관악구,미성동,조손가족,18세미만,0,1
서울특별시,관악구,미성동,조손가족,18~64세,1,1
서울특별시,관악구,미성동,부자가족,18세미만,0,24
서울특별시,관악구,미성동,부자가족,18~64세,23,29
서울특별시,관악구,미성동,차상위장애인,18세미만,0,1
서울특별시,관악구,미성동,차상위장애인,18~64세,22,23
서울특별시,관악구,미성동,차상위장애인,65세이상,39,40
서울특별시,관악구,미성동,차상위자활,18~64세,1,1
서울특별시,관악구,미성동,차상위본인부담경감대상자,18세미만,0,89
서울특별시,관악구,미성동,차상위본인부담경감대상자,18~64세,94,45
서울특별시,관악구,미성동,차상위본인부담경감대상자,65세이상,62,68
서울특별시,관악구,미성동,청소년한부모모자가족,18세미만,0,1
서울특별시,관악구,미성동,청소년한부모모자가족,18~64세,1,1
서울특별시,관악구,미성동,차상위계층 확인,18세미만,1,9
서울특별시,관악구,미성동,차상위계층 확인,18~64세,54,100
서울특별시,관악구,미성동,차상위계층 확인,65세이상,34,39
서울특별시,관악구,난곡동,모자가족,18세미만,1,130
서울특별시,관악구,난곡동,모자가족,18~64세,110,148
서울특별시,관악구,난곡동,부자가족,18세미만,0,34
서울특별시,관악구,난곡동,부자가족,18~64세,33,50
서울특별시,관악구,난곡동,부자가족,65세이상,1,1
서울특별시,관악구,난곡동,차상위장애인,18세미만,0,10
서울특별시,관악구,난곡동,차상위장애인,18~64세,32,28
서울특별시,관악구,난곡동,차상위장애인,65세이상,56,58
서울특별시,관악구,난곡동,차상위자활,18~64세,3,4
서울특별시,관악구,난곡동,차상위자활,65세이상,1,0
서울특별시,관악구,난곡동,차상위본인부담경감대상자,18세미만,0,66
서울특별시,관악구,난곡동,차상위본인부담경감대상자,18~64세,75,52
서울특별시,관악구,난곡동,차상위본인부담경감대상자,65세이상,56,55
서울특별시,관악구,난곡동,청소년한부모모자가족,18세미만,0,1
서울특별시,관악구,난곡동,청소년한부모모자가족,18~64세,1,1
서울특별시,관악구,난곡동,차상위계층 확인,18세미만,0,10
서울특별시,관악구,난곡동,차상위계층 확인,18~64세,81,142
서울특별시,관악구,난곡동,차상위계층 확인,65세이상,32,41
서울특별시,서초구,서초1동,모자가족,18세미만,0,17
서울특별시,서초구,서초1동,모자가족,18~64세,10,15
서울특별시,서초구,서초1동,부자가족,18세미만,0,3
서울특별시,서초구,서초1동,부자가족,18~64세,5,8
서울특별시,서초구,서초1동,차상위장애인,18~64세,8,9
서울특별시,서초구,서초1동,차상위장애인,65세이상,11,10
서울특별시,서초구,서초1동,차상위자활,18~64세,1,1
서울특별시,서초구,서초1동,차상위본인부담경감대상자,18세미만,0,10
서울특별시,서초구,서초1동,차상위본인부담경감대상자,18~64세,14,10
서울특별시,서초구,서초1동,차상위본인부담경감대상자,65세이상,11,9
서울특별시,서초구,서초1동,차상위계층 확인,18세미만,0,2
서울특별시,서초구,서초1동,차상위계층 확인,18~64세,13,19
서울특별시,서초구,서초1동,차상위계층 확인,65세이상,10,9
서울특별시,서초구,서초2동,모자가족,18세미만,0,11
서울특별시,서초구,서초2동,모자가족,18~64세,9,12
서울특별시,서초구,서초2동,차상위장애인,18~64세,5,5
서울특별시,서초구,서초2동,차상위장애인,65세이상,5,5
서울특별시,서초구,서초2동,차상위자활,18~64세,1,1
서울특별시,서초구,서초2동,차상위본인부담경감대상자,18세미만,0,5
서울특별시,서초구,서초2동,차상위본인부담경감대상자,18~64세,4,2
서울특별시,서초구,서초2동,차상위본인부담경감대상자,65세이상,1,2
서울특별시,서초구,서초2동,차상위계층 확인,18세미만,0,2
서울특별시,서초구,서초2동,차상위계층 확인,18~64세,10,20
서울특별시,서초구,서초2동,차상위계층 확인,65세이상,7,11
서울특별시,서초구,서초3동,모자가족,18세미만,0,16
서울특별시,서초구,서초3동,모자가족,18~64세,21,33
서울특별시,서초구,서초3동,부자가족,18세미만,0,8
서울특별시,서초구,서초3동,부자가족,18~64세,7,9
서울특별시,서초구,서초3동,차상위장애인,18~64세,9,9
서울특별시,서초구,서초3동,차상위장애인,65세이상,11,11
서울특별시,서초구,서초3동,차상위본인부담경감대상자,18세미만,2,16
서울특별시,서초구,서초3동,차상위본인부담경감대상자,18~64세,22,19
서울특별시,서초구,서초3동,차상위본인부담경감대상자,65세이상,10,9
서울특별시,서초구,서초3동,차상위계층 확인,18세미만,0,3
서울특별시,서초구,서초3동,차상위계층 확인,18~64세,16,24
서울특별시,서초구,서초3동,차상위계층 확인,65세이상,7,7
서울특별시,서초구,서초4동,모자가족,18세미만,1,3
서울특별시,서초구,서초4동,모자가족,18~64세,4,4
서울특별시,서초구,서초4동,부자가족,18세미만,0,2
서울특별시,서초구,서초4동,부자가족,18~64세,2,3
서울특별시,서초구,서초4동,차상위장애인,18~64세,10,10
서울특별시,서초구,서초4동,차상위장애인,65세이상,3,3
서울특별시,서초구,서초4동,차상위본인부담경감대상자,18세미만,0,1
서울특별시,서초구,서초4동,차상위본인부담경감대상자,18~64세,4,3
서울특별시,서초구,서초4동,차상위본인부담경감대상자,65세이상,3,4
서울특별시,서초구,서초4동,차상위계층 확인,18~64세,4,6
서울특별시,서초구,서초4동,차상위계층 확인,65세이상,4,4
서울특별시,서초구,잠원동,모자가족,18세미만,0,11
서울특별시,서초구,잠원동,모자가족,18~64세,14,21
서울특별시,서초구,잠원동,부자가족,18세미만,0,1
서울특별시,서초구,잠원동,부자가족,18~64세,5,10
서울특별시,서초구,잠원동,차상위장애인,18세미만,0,1
서울특별시,서초구,잠원동,차상위장애인,18~64세,8,8
서울특별시,서초구,잠원동,차상위장애인,65세이상,10,11
서울특별시,서초구,잠원동,차상위본인부담경감대상자,18~64세,7,8
서울특별시,서초구,잠원동,차상위본인부담경감대상자,65세이상,9,8
서울특별시,서초구,잠원동,차상위계층 확인,18세미만,0,2
서울특별시,서초구,잠원동,차상위계층 확인,18~64세,13,24
서울특별시,서초구,잠원동,차상위계층 확인,65세이상,13,14
서울특별시,서초구,반포본동,모자가족,18세미만,0,5
서울특별시,서초구,반포본동,모자가족,18~64세,3,4
서울특별시,서초구,반포본동,부자가족,18~64세,0,1
서울특별시,서초구,반포본동,부자가족,65세이상,1,1
서울특별시,서초구,반포본동,차상위장애인,18~64세,2,2
서울특별시,서초구,반포본동,차상위장애인,65세이상,1,1
서울특별시,서초구,반포본동,차상위본인부담경감대상자,18세미만,0,1
서울특별시,서초구,반포본동,차상위본인부담경감대상자,18~64세,1,1
서울특별시,서초구,반포본동,차상위계층 확인,18~64세,4,6
서울특별시,서초구,반포1동,모자가족,18세미만,0,20
서울특별시,서초구,반포1동,모자가족,18~64세,17,20
서울특별시,서초구,반포1동,부자가족,18~64세,1,2
서울특별시,서초구,반포1동,차상위장애인,18~64세,6,6
서울특별시,서초구,반포1동,차상위장애인,65세이상,9,9
서울특별시,서초구,반포1동,차상위자활,65세이상,1,1
서울특별시,서초구,반포1동,차상위본인부담경감대상자,18세미만,0,6
서울특별시,서초구,반포1동,차상위본인부담경감대상자,18~64세,16,13
서울특별시,서초구,반포1동,차상위본인부담경감대상자,65세이상,7,8
서울특별시,서초구,반포1동,차상위계층 확인,18세미만,0,2
서울특별시,서초구,반포1동,차상위계층 확인,18~64세,25,40
서울특별시,서초구,반포1동,차상위계층 확인,65세이상,6,7
서울특별시,서초구,반포2동,차상위장애인,18~64세,2,2
서울특별시,서초구,반포2동,차상위장애인,65세이상,1,1
서울특별시,서초구,반포2동,차상위본인부담경감대상자,65세이상,1,1
서울특별시,서초구,반포2동,차상위계층 확인,18세미만,0,1
서울특별시,서초구,반포2동,차상위계층 확인,18~64세,1,4
서울특별시,서초구,반포3동,모자가족,18세미만,0,1
서울특별시,서초구,반포3동,모자가족,18~64세,1,1
서울특별시,서초구,반포3동,부자가족,18세미만,0,1
서울특별시,서초구,반포3동,부자가족,18~64세,1,1
서울특별시,서초구,반포3동,차상위장애인,18세미만,0,1
서울특별시,서초구,반포3동,차상위장애인,18~64세,6,5
서울특별시,서초구,반포3동,차상위장애인,65세이상,7,8
서울특별시,서초구,반포3동,차상위본인부담경감대상자,18세미만,0,2
서울특별시,서초구,반포3동,차상위본인부담경감대상자,18~64세,3,2
서울특별시,서초구,반포3동,차상위계층 확인,18~64세,3,5
서울특별시,서초구,반포3동,차상위계층 확인,65세이상,5,5
서울특별시,서초구,반포4동,모자가족,18세미만,0,14
서울특별시,서초구,반포4동,모자가족,18~64세,13,17
서울특별시,서초구,반포4동,부자가족,18세미만,0,1
서울특별시,서초구,반포4동,부자가족,18~64세,1,1
서울특별시,서초구,반포4동,차상위장애인,18세미만,1,1
서울특별시,서초구,반포4동,차상위장애인,18~64세,3,3
서울특별시,서초구,반포4동,차상위장애인,65세이상,6,6
서울특별시,서초구,반포4동,차상위본인부담경감대상자,18세미만,0,5
서울특별시,서초구,반포4동,차상위본인부담경감대상자,18~64세,5,3
서울특별시,서초구,반포4동,차상위본인부담경감대상자,65세이상,4,6
서울특별시,서초구,반포4동,차상위계층 확인,18~64세,3,5
서울특별시,서초구,반포4동,차상위계층 확인,65세이상,3,4
서울특별시,서초구,방배본동,모자가족,18세미만,0,26
서울특별시,서초구,방배본동,모자가족,18~64세,26,37
서울특별시,서초구,방배본동,부자가족,18세미만,0,4
서울특별시,서초구,방배본동,부자가족,18~64세,5,6
서울특별시,서초구,방배본동,차상위장애인,18~64세,4,4
서울특별시,서초구,방배본동,차상위장애인,65세이상,17,18
서울특별시,서초구,방배본동,차상위본인부담경감대상자,18세미만,0,11
서울특별시,서초구,방배본동,차상위본인부담경감대상자,18~64세,13,8
서울특별시,서초구,방배본동,차상위본인부담경감대상자,65세이상,10,11
서울특별시,서초구,방배본동,차상위계층 확인,18세미만,0,1
서울특별시,서초구,방배본동,차상위계층 확인,18~64세,13,25
서울특별시,서초구,방배본동,차상위계층 확인,65세이상,17,20
서울특별시,서초구,방배1동,모자가족,18세미만,0,14
서울특별시,서초구,방배1동,모자가족,18~64세,16,23
서울특별시,서초구,방배1동,부자가족,18세미만,0,2
서울특별시,서초구,방배1동,부자가족,18~64세,3,5
서울특별시,서초구,방배1동,차상위장애인,18세미만,0,2
서울특별시,서초구,방배1동,차상위장애인,18~64세,10,8
서울특별시,서초구,방배1동,차상위장애인,65세이상,9,10
서울특별시,서초구,방배1동,차상위본인부담경감대상자,18세미만,0,5
서울특별시,서초구,방배1동,차상위본인부담경감대상자,18~64세,10,8
서울특별시,서초구,방배1동,차상위본인부담경감대상자,65세이상,8,8
서울특별시,서초구,방배1동,차상위계층 확인,18~64세,10,14
서울특별시,서초구,방배1동,차상위계층 확인,65세이상,12,13
서울특별시,서초구,방배2동,모자가족,18세미만,0,16
서울특별시,서초구,방배2동,모자가족,18~64세,23,33
서울특별시,서초구,방배2동,조손가족,18세미만,0,2
서울특별시,서초구,방배2동,조손가족,18~64세,1,1
서울특별시,서초구,방배2동,조손가족,65세이상,1,1
서울특별시,서초구,방배2동,부자가족,18세미만,0,5
서울특별시,서초구,방배2동,부자가족,18~64세,4,7
서울특별시,서초구,방배2동,차상위장애인,18세미만,0,4
서울특별시,서초구,방배2동,차상위장애인,18~64세,15,13
서울특별시,서초구,방배2동,차상위장애인,65세이상,13,14
서울특별시,서초구,방배2동,차상위자활,18~64세,2,2
서울특별시,서초구,방배2동,차상위본인부담경감대상자,18세미만,0,14
서울특별시,서초구,방배2동,차상위본인부담경감대상자,18~64세,19,14
서울특별시,서초구,방배2동,차상위본인부담경감대상자,65세이상,17,18
서울특별시,서초구,방배2동,차상위계층 확인,18세미만,0,7
서울특별시,서초구,방배2동,차상위계층 확인,18~64세,21,52
서울특별시,서초구,방배2동,차상위계층 확인,65세이상,32,39
서울특별시,서초구,방배3동,모자가족,18세미만,0,7
서울특별시,서초구,방배3동,모자가족,18~64세,10,17
서울특별시,서초구,방배3동,부자가족,18세미만,0,1
서울특별시,서초구,방배3동,부자가족,18~64세,2,3
서울특별시,서초구,방배3동,차상위장애인,18~64세,9,9
서울특별시,서초구,방배3동,차상위장애인,65세이상,12,12
서울특별시,서초구,방배3동,차상위본인부담경감대상자,18세미만,1,2
서울특별시,서초구,방배3동,차상위본인부담경감대상자,18~64세,6,6
서울특별시,서초구,방배3동,차상위본인부담경감대상자,65세이상,8,9
서울특별시,서초구,방배3동,차상위계층 확인,18세미만,0,1
서울특별시,서초구,방배3동,차상위계층 확인,18~64세,10,21
서울특별시,서초구,방배3동,차상위계층 확인,65세이상,13,14
서울특별시,서초구,방배4동,모자가족,18세미만,0,15
서울특별시,서초구,방배4동,모자가족,18~64세,13,15
서울특별시,서초구,방배4동,부자가족,18세미만,0,9
서울특별시,서초구,방배4동,부자가족,18~64세,5,9
서울특별시,서초구,방배4동,차상위장애인,18~64세,9,9
서울특별시,서초구,방배4동,차상위장애인,65세이상,12,12
서울특별시,서초구,방배4동,차상위본인부담경감대상자,18세미만,0,9
서울특별시,서초구,방배4동,차상위본인부담경감대상자,18~64세,13,9
서울특별시,서초구,방배4동,차상위본인부담경감대상자,65세이상,10,9
서울특별시,서초구,방배4동,차상위계층 확인,18세미만,0,5
서울특별시,서초구,방배4동,차상위계층 확인,18~64세,16,36
서울특별시,서초구,방배4동,차상위계층 확인,65세이상,6,7
서울특별시,서초구,양재1동,모자가족,18세미만,0,96
서울특별시,서초구,양재1동,모자가족,18~64세,89,144
서울특별시,서초구,양재1동,부자가족,18세미만,0,23
서울특별시,서초구,양재1동,부자가족,18~64세,22,35
서울특별시,서초구,양재1동,부자가족,65세이상,1,1
서울특별시,서초구,양재1동,차상위장애인,18세미만,0,3
서울특별시,서초구,양재1동,차상위장애인,18~64세,46,45
서울특별시,서초구,양재1동,차상위장애인,65세이상,77,81
서울특별시,서초구,양재1동,차상위자활,18~64세,2,3
서울특별시,서초구,양재1동,차상위자활,65세이상,1,0
서울특별시,서초구,양재1동,차상위본인부담경감대상자,18세미만,0,218
서울특별시,서초구,양재1동,차상위본인부담경감대상자,18~64세,168,80
서울특별시,서초구,양재1동,차상위본인부담경감대상자,65세이상,81,98
서울특별시,서초구,양재1동,차상위계층 확인,18세미만,0,8
서울특별시,서초구,양재1동,차상위계층 확인,18~64세,67,129
서울특별시,서초구,양재1동,차상위계층 확인,65세이상,55,68
서울특별시,서초구,양재2동,모자가족,18세미만,0,60
서울특별시,서초구,양재2동,모자가족,18~64세,54,75
서울특별시,서초구,양재2동,모자가족,65세이상,1,1
서울특별시,서초구,양재2동,조손가족,18세미만,0,1
서울특별시,서초구,양재2동,조손가족,65세이상,1,1
서울특별시,서초구,양재2동,부자가족,18세미만,0,10
서울특별시,서초구,양재2동,부자가족,18~64세,10,14
서울특별시,서초구,양재2동,차상위장애인,18세미만,0,2
서울특별시,서초구,양재2동,차상위장애인,18~64세,9,8
서울특별시,서초구,양재2동,차상위장애인,65세이상,22,23
서울특별시,서초구,양재2동,차상위자활,18~64세,3,3
서울특별시,서초구,양재2동,차상위본인부담경감대상자,18세미만,0,9
서울특별시,서초구,양재2동,차상위본인부담경감대상자,18~64세,24,22
서울특별시,서초구,양재2동,차상위본인부담경감대상자,65세이상,26,24
서울특별시,서초구,양재2동,차상위계층 확인,18세미만,0,1
서울특별시,서초구,양재2동,차상위계층 확인,18~64세,24,45
서울특별시,서초구,양재2동,차상위계층 확인,65세이상,27,32
서울특별시,서초구,내곡동,모자가족,18세미만,0,41
서울특별시,서초구,내곡동,모자가족,18~64세,37,56
서울특별시,서초구,내곡동,조손가족,18~64세,0,2
서울특별시,서초구,내곡동,조손가족,65세이상,1,1
서울특별시,서초구,내곡동,부자가족,18세미만,0,9
서울특별시,서초구,내곡동,부자가족,18~64세,10,19
서울특별시,서초구,내곡동,차상위장애인,18세미만,0,1
서울특별시,서초구,내곡동,차상위장애인,18~64세,18,18
서울특별시,서초구,내곡동,차상위장애인,65세이상,28,29
서울특별시,서초구,내곡동,차상위본인부담경감대상자,18세미만,0,30
서울특별시,서초구,내곡동,차상위본인부담경감대상자,18~64세,35,21
서울특별시,서초구,내곡동,차상위본인부담경감대상자,65세이상,23,28
